57.17907,-2.66329
57.09001,-2.49667
57.17984,-2.49788
56.90257,-3.47959
56.99422,-3.31854
56.99422,-3.31854
56.90743,-2.98694
56.81977,-2.65692
56.81977,-2.65692
56.82052,-2.49310
56.82052,-2.49310
56.82052,-2.49310
56.82106,-2.32927
56.81761,-2.98457
56.90743,-2.98694
56.72994,-2.65536
56.73123,-2.32849
51.33591,-2.86272
51.42679,-2.72058
51.24776,-2.57449
51.33768,-2.57561
51.42759,-2.57674
51.24838,-2.43121
51.33594,-1.14005
51.33480,-0.99649
51.42470,-0.99453
51.42470,-0.99453
51.42470,-0.99453
51.42470,-0.99453
51.33348,-0.85294
51.51327,-0.84843
52.22514,-0.24417
52.31500,-0.24061
52.04316,-0.10538
52.04316,-0.10538
52.31273,-0.09388
52.31273,-0.09388
52.04073,0.04046
52.04073,0.04046
52.13058,0.04457
52.13058,0.04457
52.13058,0.04457
52.13058,0.04457
52.13058,0.04457
52.13058,0.04457
52.22043,0.04870
52.22043,0.04870
52.22043,0.04870
52.22043,0.04870
52.31027,0.05285
52.03812,0.18630
52.12796,0.19070
52.12796,0.19070
52.21780,0.19513
53.04127,-3.19478
53.04127,-3.19478
50.77745,-4.27166
50.77745,-4.27166
50.77745,-4.27166
50.11732,-5.50172
50.41802,-4.25440
50.50788,-4.25868
50.50788,-4.25868
52.86712,-1.70434
52.95701,-1.70373
52.77676,-1.55671
52.77676,-1.55671
52.86665,-1.55580
52.86665,-1.55580
52.95654,-1.55488
52.95654,-1.55488
52.95654,-1.55488
53.04643,-1.55395
52.86600,-1.40725
52.86600,-1.40725
52.86600,-1.40725
52.95589,-1.40602
52.95589,-1.40602
53.31543,-1.40104
50.78496,-3.84600
50.79403,-3.13654
50.79403,-3.13654
50.79403,-3.13654
50.79532,-2.99464
50.60288,-3.98029
50.60288,-3.98029
50.69921,-3.55923
50.61112,-3.41490
50.61112,-3.41490
50.61112,-3.41490
50.61936,-2.28407
50.61962,-2.14272
50.61962,-2.14272
54.92253,-3.71827
52.31267,-3.90896
52.31267,-3.90896
51.04977,0.13938
50.86737,0.27330
50.95722,0.27768
51.85271,0.46809
51.84626,0.75860
56.27571,-3.29370
56.00248,-3.60545
51.87821,-1.71087
51.50620,-0.27196
51.50620,-0.27196
51.59608,-0.26855
51.59608,-0.26855
51.59608,-0.26855
51.59608,-0.26855
51.59608,-0.26855
51.59608,-0.26855
51.32426,-0.13518
51.50399,-0.12785
51.50399,-0.12785
51.50399,-0.12785
51.59386,-0.12415
51.32189,0.00837
51.49904,0.16038
53.11875,-4.09411
53.11875,-4.09411
50.88915,-1.71703
51.06899,-1.71594
51.06899,-1.71594
50.88872,-1.57486
50.88872,-1.57486
51.06856,-1.57322
50.97803,-1.43160
50.88638,-1.14835
51.24603,-1.14173
52.05259,-3.16821
52.05395,-3.02236
52.05395,-3.02236
52.05395,-3.02236
52.14384,-3.02442
52.05612,-2.73066
51.96703,-2.58364
51.69155,-0.69918
51.86345,-0.11295
51.32426,-0.13518
51.41413,-0.13152
51.41175,0.01231
51.22948,0.14772
51.22948,0.14772
51.22677,0.29098
51.22677,0.29098
51.04420,0.42480
51.13404,0.42951
51.31372,0.43901
51.40356,0.44379
51.40356,0.44379
51.13099,0.57250
51.22082,0.57751
51.22082,0.57751
51.22082,0.57751
51.21758,0.72078
51.21058,1.00729
51.21058,1.00729
51.20682,1.15055
51.20682,1.15055
51.41628,-3.72742
51.50615,-3.73082
51.50615,-3.73082
51.50819,-3.58671
51.50819,-3.58671
51.60163,-3.30104
55.91465,-3.44172
52.65444,0.80931
52.65444,0.80931
52.56107,0.95117
52.54923,1.39402
52.38150,0.93916
52.38150,0.93916
52.38150,0.93916
52.46360,1.23978
52.36974,1.38020
52.36974,1.38020
54.12499,-1.54245
54.12499,-1.54245
53.85470,-1.39337
53.94457,-1.39207
53.67409,-1.24458
53.85383,-1.24134
53.94370,-1.23971
54.03357,-1.23807
53.76291,-1.09126
54.11966,-0.77739
52.14685,-1.41684
52.14685,-1.41684
52.14685,-1.41684
51.96624,-1.27362
52.05614,-1.27216
52.05614,-1.27216
52.05614,-1.27216
52.14604,-1.27070
52.14604,-1.27070
52.14604,-1.27070
52.14504,-1.12455
52.14504,-1.12455
52.23494,-1.12279
52.14387,-0.97841
52.32074,-0.68081
52.49683,-0.38077
52.86415,-1.11015
51.87821,-1.71087
51.96705,-1.41917
52.05695,-1.41801
51.87634,-1.27507
56.35706,-3.94430
56.26970,-3.77823
56.26970,-3.77823
56.53909,-3.79085
56.62888,-3.79511
56.27191,-3.61672
56.36172,-3.62053
56.36172,-3.62053
56.36172,-3.62053
56.36172,-3.62053
56.36172,-3.62053
56.54133,-3.62820
56.54133,-3.62820
56.54133,-3.62820
56.72093,-3.63596
56.45354,-3.46208
56.54335,-3.46554
56.54335,-3.46554
56.72296,-3.47252
56.36553,-3.29674
56.36553,-3.29674
56.54516,-3.30288
56.54516,-3.30288
52.59033,-3.33014
52.59033,-3.33014
52.59033,-3.33014
52.49871,-3.47476
52.50045,-3.32743
52.50045,-3.32743
52.14248,-3.17056
52.14248,-3.17056
51.05677,-3.71400
50.97236,-3.28336
50.97236,-3.28336
50.97236,-3.28336
51.06226,-3.28585
51.06226,-3.28585
51.06374,-3.14313
51.06374,-3.14313
50.79645,-2.85275
50.88636,-2.85439
51.15846,-2.43037
51.15846,-2.43037
51.24838,-2.43121
51.51174,-3.29847
52.20547,0.78084
52.20193,0.92726
52.20193,0.92726
52.29172,0.93319
52.28799,1.07991
52.10456,1.21362
52.10456,1.21362
51.06377,-0.85962
51.06377,-0.85962
51.15219,-0.71441
51.33032,-0.56583
52.23810,-2.14786
52.23810,-2.14786
52.14829,-2.00142
52.14820,-1.85527
52.14820,-1.85527
52.14820,-1.85527
52.23810,-1.85498
52.50781,-1.85410
52.50781,-1.85410
52.14793,-1.70913
52.14793,-1.70913
52.50753,-1.70676
51.67868,-4.17173
51.58883,-4.16743
55.91267,-3.60173
52.50753,-1.70676
52.50753,-1.70676
50.79535,-1.00809
50.88085,-0.57968
50.87904,-0.43752
50.87904,-0.43752
50.78716,-0.29862
50.96693,-0.29206
53.76597,-1.69807
53.76597,-1.69807
53.76396,-1.24296
53.76396,-1.24296
51.33874,-2.28850
51.06899,-1.71594
51.96766,-2.43809
52.05802,-2.29311
52.14820,-2.14756
52.23810,-2.14786
52.32800,-2.14816
52.05838,-2.00141
